text,confidence_entertainment,confidence_health,confidence_politics,predicted_category
a leaked private recording was recently obtained exclusively by empire news wherein former president donald trump directly refers to recently acquitted teenage gunman kyle rittenhouse as a modern day hero mr expresident is naturally very excited about this outcome says an anonymous source he loves kyle and has consistently been referring to the teen as a modern day hero after what happened in wisconsin publicly president joe biden has been very avoidant of commenting too heavily on his feelings about kyle rittenhouses arrest and subsequent trial when rittenhouse was acquitted last week the biden administration issued a statement simply acknowledging that the jury system works and we have to abide by it hinting heavily that he didnt agree with the verdict but trump has been pushing in the exact opposite direction oh man mr expresident is jumping for joy over this outcome says an anonymous source who works for trump he threw a huge party the night of the verdict it was like a birthday party for a deranged toddler  there were pony rides and balloons and cupcakes featuring little automatic rifles drawn in frosting he even set up a pin the tail on the looter section with giant pictures of african american rioters hung on the wall and blindfolded guests trying to stick them with giant pins of course trump fell asleep about  minutes into the party but we still had a blast regardless kid rock played it was kind of wild another source claims that trump and rittenhouse have actually been texting each other since the verdict bonding over their love for misplaced violence a completely corrupt and failing justice system and their mutual disregard for african americans,0.8918346910936129,0.4636689806614787,0.7453582168899502,entertainment
only a few hours after publicly announcing that he would be divorcing wife lisa bonet superstar actor jason momoa aquaman was photographed leaving a club in new york city with snl cast member and comedian pete davidson momoa and bonet had been together for over  years but didnt marry until  the couple announced an amicable split on social media which immediately was picked up by the ap but nobody thought theyd see momoa out with anyone new quite so soon davidson who has been romantically linked to nearly every woman on the planet most recently kim kardashian has reportedly swooped in quickly to get in on momoas hunky manly body the dude is fucking awesome in aquaman davidson told a reporter for tmz ive never felt super into dudes but one look at jason with his shirt off throughout the entire runtime of that movie and i challenge any man not to get erect its just not possible davidson is known for his whirlwind relationships and friends of momoa are already concerned for his wellbeing jason is one big badass dude said friend timothe chalamet who recently starred in the epic film dune with momoa nobody is saying that jason cant take care of himself but on the inside hes a big soft teddy bear and i just hope that pete doesnt screw around with his feelings momoa and his reps could not be reached for comment according to sources his ex lisa bonet  best known for her role as denise huxtable on the cosby show  is completely broken up about momoa being seen out so soon with someone new she knew hed eventually start seeing someone else but didnt know it would be this fast said a friend of bonets who asked to remain anonymous i mean jason could have any woman on this planet and lisa knows that hell god knows ive jilledoff to thoughts of him before so lisa expected someone to come along eventually but i think were all surprised that its pete fucking davidson,0.902023739650373,0.45601012029150845,0.7006402322097857,entertainment
over a dozen people were hospitalized and  people were arrested after a massive celebration broke out in the streets of boston on friday last week conservative dickbag rush limbaugh announced he had latestage lung cancer and liberals across the country let out a massive cheer in boston a public celebration took place during the afternoon on friday with an estimated  people in attendance outside of fenway park when i heard that rush was going to die i couldnt wait to celebrate said rick baker  of boston if there were ever a more worthless piece of shit talking head on radio and tv i dont know who it is i heard about the party on the radio friday morning called out of work and headed down to the park to party boston police department say that the gathering was not authorized but they caught wind of the party on social media and were able to send a significant number of police officers to the area to keep things under control we were able to keep things really under control under the conservative protestors showed up said boston police chief frank r green the people who were there to enjoy the celebration were great unfortunately some rush supporters spoiled the fun in the end we arrested multiple people and our police forces had to sadly beat down many protestors who did not listen to directions to vacate the area green said that none of the rushers had lifethreatening injuries and that most would be out of the hospital within a few days next time perhaps these people will listen said green if a group of people want to celebrate the inevitable death of a world class piece of shit we will support that if you want to get in the way of that we will ensure that youre dealt with accordingly rush limbaugh who for some stupid reason received the presidential medal of freedom last week ensuring that it is now  meaningless could not be reached for comment,0.47427240129930404,0.7355634404330554,0.889981009869873,politics
so much for that soul of the nation brand biden was trying to pitch he put party politics above the lives of two stranded american astronauts thats not just unamerican thats the kind of technocratic indifference to human life you might expect of the soviet space program not nasa when boeing and nasa fell short and the ukraine war took their hitcharidewiththerussians plan off the table biden administration still had someone they could have turned to but they were too busy throwing the weight of the us government at harassing and impeding elons various companies to ask him spacex had been to the space station before more than once but rather than call on elon and risk him getting the chance to be a hero in cleaning up the mess that boeing and nasa left behind they did not give the goahead under trump that policy is being reversed elons got a green light to bring them back to earth and so long as the mission goes smoothly he thinks he can bring them home in about  weeks what kind of an inhuman and cheap view of the value of human life does a career politician need to have to make the decision that rescuing two people trapped in space  by a failure involving a joint venture with his own damn government in nasa  might benefit the other political party and decide thats a price he cant afford to pay anyone trying to pitch a story about the decent and honorable joe biden wakes up today finding out their spin job just got that much harder,0.7248885991161969,0.8875632314049092,0.48950030984704695,health
how many times have we heard the phrase reproductive health care kicked around by the left if this really was about womens health and not about profiting off of the fears of pregnant women shouldnt the people who even want your barber to be credentialed insist that only the most highlytrained medical professionals be permitted to perform such a delicate procedure after all nobody wants a repeat of the abortion slaughterhouse kermit gosnell set up that was every bit as unsanitary and dangerous to pregnant women as the apocryphal back alley coathanger abortions that led to the roe decision in the first place and yet planned parenthood just won a case in alaska where they sued for the right for nondoctors to perform abortions why is this a dangerous precedent because theres a lot that can go wrong in any invasive medical procedure and that risk only goes higher when you have someone with inferior medical training under this ruling nonphysicians can now commit chemical abortions as well as surgical aspiration abortions both most commonly used in the first trimester despite the claim that this is a necessary ruling for women it actually puts them at increased risk a  study from the ryan residency abortion training program at the university of california san francisco abortions committed by nonphysicians are more likely to end in complications than those committed by physicians with aspiration abortions the most common complication was incomplete abortions meaning parts of the preborn baby were left inside the mothers body this can lead to lifethreatening infection and death the abortion pill likewise has been found to be four times more dangerous than first trimester surgical abortions and increases in its rate of incomplete abortions as gestation progresses  lifesite so planned parenthood fought a court case that actually made life more dangerous for their clients in an election that has so much to say about the rights of women this seems like it could be a relevant issue doesnt it,0.45191757308220204,0.9020263182218627,0.7067318117456668,health
it all started as a simple thread in a wellknown spanish forum called forocoches where someone posted the following question if i eat snot will my children have green eyes the post went viral around the world generating discussion thats why researchers at harvard university in boston massachusetts decided to study the effect  expecting to find no correlation their findings turned out to be extremely surprising they concluded that swallowing snot increases  the chances of green eyes for the baby believe it or not we already knew about some benefits of eating your own boogers said dr sam not who headed up the research it actually has health benefits including boosting your immune system what we didnt know was that it directly correlated to eye color in the fetus of a pregnant woman our findings were astounding unfortunately the news broke quite quickly and has since become viral on social media with doctors advocating for snot eating many motherstobe are asking the really tough questions such as does snot contain gluten and if im a vegan can i eat my snot sorry to say that medical science has not quite caught up to those questions yet said dr not,0.7159735589377924,0.8966898276718788,0.46747916367527137,health
trump s not backing down from his  in your face  style anytime soon that s the problem with our country we don t have fighters in our country and his critics are just gonna have to  deal with it donald trump is on the cover of time magazine and the headline reads  deal with it the memeworthy photo shoot features the republican presidential hopeful posing with a yearold american bald eagle   the emblem of the united states every frame was the same  schoeller told time  mr trump knows exactly how he looks and he strikes one pose and doesn t move the same could not be said for yearold uncle sam who was hit by a car in the s and has since segued into a life on the educational and entertainment circuits he s very difficult to photograph  said schoeller  if you ask him to look up a little bit he says no or he just doesn t do it he literally has one angle if i ask him to smile he puts on a big grin and then he goes back to his zoolander  blue steel  look the  blue steel  look appears sans eagle on the cover of this week s timeit s a look america has grown very accustomed to since trump became a household name in the s and one they ve been showing their love for more than ever in recent monthsthe republican frontrunner said it all on wednesday that when it comes to the polls in the crowded  presidential race  the only thing constant is trump asked at a news conference ahead of a townhall forum in new hampshire who he saw as his strongest rival in the crowded republican field trump said  you know it changes the only thing constant is trump  via uk daily mail they re going up and down like yoyos  he said of his republican rivals  but i ve been up there for a long time and i hope i m going to be up there for a long time saying he had seen newspaper reports that he would grow tired of the presidential race trump said  i m not going anywhere folks i m not doing this for my health i m doing this to make america great again here is a great interview by entertainment tonighttrump told time magazine  i don t have a racist bone in my body the fact that i want a strong border and the fact that i don t want illegal immigrants pouring into this country that doesn t make me a racist it means i love this country and i want to save this country,0.7178685312451348,0.47178147424020156,0.8951021542919423,politics
katrina campins gave an excellent explanation of trump s position on immigration and the press  as an american i feel frustrated because people are losing sight of what donald trump is trying to say what he s saying is people should come to this country legally and i know about that process very well because my husband is going through it right now and it s extremely expensive so there s more incentive for people to come over to this country illegally so all he s saying is let s make the process to come here easier and less expensive so there s more incentive to do that when people cross the border who are not supposed to be here let s make sure they are sent back but what the media is doing is twisting and turning everything that he s saying and what s so frustrating as an american is that the point is not getting across we re so worried about his fights with megyn kelly and jorge ramos now let s talk about the real issues i don t think it s his fault i think it s the fact that everything he says gets misconstrued like this immigration thing  i m a hispanic woman and i m not offended for what he s saying i understood exactly what he is saying no and i don t agree that i m in the minority because the last time i was on cnn speaking about this as a hispanic woman so many hispanic women tweeted me and said  thank you for speaking for the real hispanic woman,0.7404238639230292,0.46210447769501406,0.8941164025549644,politics
another hollywood whatshisname is out there spouting off on something that he barely knows about because he thinks he knows better than you after all he is an actor you remember john leguizamo right he was that guy in that movie with name of a famous actor thats kind of how i remember him anyway actually hes not that bad an actor  i liked him as tybalt in that modern s version of romeo and juliet with leonardo dicaprio and claire danes of course that was  years ago to his credit hes still acting he was in john wick  apparently i admit it i didnt watch any of the john wick movies according to leguizamos imdb profile a lot of his more recent credits are voice work for cartoons  parents and grandparents might remember him as sid the sloth from ice age leguizamo is now weighing in on the sudden outrage over crt in schools he says that its not being taught to your kids and if you think it is then youre ignorant leguizamo later implies that if you do oppose it in college then youre racist he also provides a definition of critical race theory for those of us ignoramuses that dont know what crt is  its academic thinky talk thanks john thats so helpful why are parents so opposed to critical race theory well its because crt is racist leguizamo can try to lipstick on a pig this one all he wants to but it is viewing our history and our society through a racial lens that categorizes people as victims and oppressors based on their skin color it is antithetical to american values and the view that the vast majority of the founders held alright lets go over this one more time for the slow people like leguizamo that dont seem to get it  critical race theory itself is not being taught to k children there is no critical race theory class where kids take out their crt textbooks and learn the branch of critical theory that began in the law department of harvard university and concluded that disparities among races are the result of racism that undergirds all human interactions and is therefore the foundation of all systems created by people what is happening in classrooms now is the lens of crt  that all human interactions are based on race  is being used to teach history civics and social studies in some places this includes dividing students by race and young children are being introduced to the idea that whiteness is evil some public school boards  and a handful of woke elite private schools  are recommending a book that suggests that whiteness is a contract with the devil,0.8887333951132903,0.730542186205635,0.48093309117138533,entertainment
in a shocking twist that rocked the entertainment world the iconic trio of its showtime hosts has seemingly gone their separate ways each pledging allegiance to rival fastfood chains the once inseparable anne curtis vice ganda and kim chiu have now become culinary combatants in a bizarre battle of chicken and buns anne draped in jollibees signature red passionately promotes chickenjoy with the fervor of a starlet defending her best actress crown vice ganda not to be outdone flaunts golden arches in every instagram post sparking rumors of a big mac tattoo meanwhile kim chius newfound love for chowking has her fans pondering if dim sum diplomacy can mend broken bonds as hashtags like friendshipoverfries trend fans are left to wonder is this the end of an era or just another chapter in the saga of showbiz where friendships end where cash registers begin,0.9021361464198863,0.4581522326091163,0.6977982050854388,entertainment
